Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata,Rata-rata (Next Sem)
70,67,70,77,80,78,91,74,69,78,75,75,85,94,82,86,80,70,65,81,78,78,90,73,62,70,78,78,82,92,78,90,78.19,77.81
69,70,84,60,72,83,60,93,94,63,88,75,75,85,76,72,72,69,88,55,82,91,66,92,98,66,87,73,76,95,75,68,76.19,78.31
63,70,69,60,71,75,86,78,90,87,95,71,71,66,77,86,63,68,73,63,74,79,91,82,95,91,96,70,76,64,80,87,75.94,78.25
95,85,77,82,85,88,67,91,88,80,81,95,67,70,90,84,95,85,82,91,84,75,64,83,88,79,88,94,66,71,90,76,82.81,81.94
92,93,65,69,64,95,77,67,65,61,89,70,82,65,78,76,99,92,55,68,61,98,77,60,60,59,87,64,79,69,72,74,75.5,73.38
76,95,87,84,71,92,76,64,79,71,61,63,84,60,94,87,73,96,90,78,71,85,74,59,67,82,57,66,86,62,94,79,77.75,76.19
92,60,68,83,85,87,87,83,79,67,90,69,66,65,74,63,91,72,69,81,88,94,92,82,85,67,97,72,70,67,75,70,76.12,79.5
70,94,76,62,68,87,62,87,85,84,72,86,83,82,82,79,60,95,72,59,73,78,65,82,81,81,81,74,85,85,82,80,78.69,77.06
68,70,86,65,67,80,90,80,68,87,84,87,85,66,90,65,72,75,72,71,63,76,90,77,60,94,91,85,82,73,95,61,77.38,77.31
69,76,71,64,81,93,81,77,62,66,85,86,65,66,75,75,68,74,60,66,69,100,84,78,62,68,80,97,74,66,79,73,74.5,74.88
67,64,79,72,82,69,73,92,89,81,95,94,90,94,76,80,76,62,82,72,86,66,81,91,83,82,98,100,96,100,82,74,81.06,83.19
95,84,91,70,78,67,92,86,71,63,86,69,60,73,68,83,96,79,94,66,80,64,93,84,67,69,87,64,63,82,75,83,77.25,77.88
74,85,93,70,81,79,66,84,71,65,69,67,81,92,75,61,89,90,85,66,77,89,58,88,76,62,68,60,86,91,76,63,75.81,76.5
89,76,85,60,92,93,65,65,84,84,62,70,80,73,60,72,88,76,93,51,94,95,69,69,91,95,58,69,77,69,65,72,75.62,76.94
65,93,66,76,94,87,65,60,73,95,65,90,94,70,66,68,67,95,66,74,97,87,61,53,72,96,66,93,98,68,66,66,76.69,76.56
72,90,67,88,88,83,92,69,63,91,86,87,95,92,67,72,73,92,66,85,85,84,94,68,61,95,88,86,100,94,80,78,81.38,83.06
70,91,66,90,77,61,91,89,95,91,93,83,76,68,88,67,76,87,82,80,70,60,90,81,99,86,100,79,72,64,90,64,81.0,80.0
88,76,75,64,81,67,89,80,92,79,74,95,63,93,79,74,100,78,70,60,82,78,84,76,85,81,73,91,59,92,85,69,79.31,78.94
90,83,66,70,60,69,62,88,84,82,93,94,79,77,90,69,95,84,68,67,67,70,53,88,83,77,98,88,86,75,88,68,78.5,78.44
66,84,71,84,92,80,93,64,73,68,77,68,61,78,76,61,66,81,74,80,94,89,89,65,69,60,87,66,63,77,77,54,74.75,74.44
93,62,73,82,80,65,66,84,93,85,73,95,69,95,73,74,90,71,80,82,78,66,74,89,96,83,78,92,63,86,76,74,78.88,79.88
67,83,73,90,75,86,84,87,72,68,89,73,65,83,77,69,63,86,79,87,72,86,86,89,73,69,94,80,66,82,73,64,77.56,78.06
76,92,94,69,65,95,85,89,80,64,90,89,61,73,66,66,74,100,92,64,63,96,90,80,77,55,84,92,63,72,66,60,78.38,76.75
69,63,71,79,68,85,95,69,70,89,68,75,67,84,67,77,68,64,77,76,67,82,100,61,60,91,66,76,63,82,74,64,74.75,73.19
65,86,85,82,93,88,95,79,93,75,88,86,67,78,69,67,57,91,84,79,92,93,100,73,100,82,80,93,64,72,72,68,81.0,81.25
69,95,86,65,64,76,64,94,81,86,65,76,86,79,85,71,73,100,91,68,60,78,62,93,88,82,59,75,90,75,86,72,77.62,78.25
84,72,68,80,90,69,71,75,61,81,68,93,94,81,68,85,81,67,68,79,87,67,67,72,61,78,71,83,92,75,70,90,77.5,75.5
66,79,79,60,84,88,65,74,79,62,88,83,83,69,64,75,66,67,72,59,83,87,65,76,74,61,96,80,79,66,67,71,74.88,73.06
61,93,86,70,95,79,95,74,85,87,89,88,61,68,71,84,61,100,89,68,90,75,97,78,88,81,97,84,55,60,67,83,80.38,79.56
87,66,85,69,74,81,74,61,61,91,95,80,83,78,63,66,92,64,82,61,77,83,74,60,62,91,99,88,88,86,66,61,75.88,77.12
75,74,91,63,63,93,63,79,85,72,69,64,66,95,81,69,78,83,93,54,63,100,68,85,79,79,68,59,69,87,78,73,75.12,76.0
69,89,65,76,85,61,82,83,92,83,60,94,62,87,69,73,67,83,70,71,82,64,90,93,84,77,60,95,63,93,64,71,76.88,76.69
91,76,60,92,72,69,65,63,93,82,67,73,65,94,65,65,96,74,61,94,73,75,64,50,96,83,61,79,57,93,63,66,74.5,74.06
63,68,78,60,66,90,88,76,95,63,61,95,85,88,85,91,74,60,77,54,71,93,84,71,97,67,63,96,79,80,85,90,78.25,77.56
63,80,66,81,84,94,74,89,90,88,90,78,66,69,72,86,60,75,72,73,80,98,65,92,76,88,96,76,68,69,73,98,79.38,78.69
71,83,77,78,95,80,91,79,86,95,88,67,81,76,92,95,78,89,72,86,92,75,88,86,84,92,91,60,80,86,85,95,83.38,83.69
66,61,89,60,69,92,89,94,80,79,68,73,76,71,68,84,67,56,82,57,71,91,94,93,76,76,74,64,75,67,71,80,76.19,74.62
72,92,70,85,74,88,78,67,66,65,65,90,89,88,80,65,73,95,75,87,77,89,75,64,61,62,68,89,85,87,70,63,77.12,76.25
85,65,90,65,84,88,82,76,74,82,78,89,64,80,93,77,89,64,91,71,77,92,83,75,81,90,75,91,65,74,100,75,79.5,80.81
73,60,72,67,71,65,77,68,87,60,65,82,79,78,72,94,77,68,69,60,78,64,74,68,87,54,68,74,76,81,63,94,73.12,72.19
72,66,83,80,67,87,75,60,62,94,65,69,76,91,76,67,70,65,79,84,62,93,73,63,57,90,61,64,71,95,74,71,74.38,73.25
72,75,87,66,83,82,95,92,68,95,82,85,70,76,82,87,72,80,87,68,84,91,96,91,62,96,92,77,68,74,72,91,81.06,81.31
78,77,63,90,85,91,77,76,60,95,86,79,78,93,68,80,78,76,52,96,86,91,76,73,67,85,89,78,85,83,65,73,79.75,78.31
83,62,79,72,73,61,93,85,81,92,60,87,67,81,81,63,87,61,79,66,79,72,88,87,74,97,60,84,63,81,86,57,76.25,76.31
73,77,64,77,78,74,93,90,63,81,64,70,94,67,67,93,79,76,70,71,78,74,86,91,71,85,59,66,99,59,64,96,76.56,76.5
92,68,94,89,74,67,65,72,86,64,95,64,62,77,62,62,84,66,91,98,69,62,68,66,86,69,96,63,64,78,66,65,74.56,74.44
78,61,64,65,92,92,74,63,66,73,68,68,88,76,88,64,78,61,58,66,96,94,74,71,65,69,68,62,78,77,82,64,73.75,72.69
71,88,61,85,60,85,82,74,94,70,84,76,72,89,73,79,70,81,60,87,60,83,88,75,85,65,87,78,73,97,76,80,77.69,77.81
67,71,90,92,62,92,77,65,78,66,95,76,62,66,85,89,60,74,89,88,50,90,78,71,66,66,88,74,69,79,89,88,77.06,76.19
95,60,72,74,61,91,82,65,89,64,85,61,84,86,67,73,100,62,71,78,61,88,80,68,90,66,85,67,73,88,67,72,75.56,76.0
87,82,91,88,63,79,86,77,87,94,78,67,93,66,77,89,87,84,95,85,67,75,95,80,85,90,76,63,97,63,82,89,81.5,82.06
74,71,75,62,81,84,72,88,62,66,79,74,67,93,79,78,77,68,75,59,87,85,77,91,54,70,79,75,64,91,75,75,75.31,75.12
86,81,84,75,88,80,79,83,65,66,63,95,80,76,79,61,83,83,85,81,91,89,79,82,68,63,66,95,79,86,86,68,77.56,80.25
91,90,93,90,85,62,66,91,92,65,89,76,71,65,67,78,87,87,97,94,91,69,61,86,93,64,93,84,62,61,62,69,79.44,78.75
73,60,93,90,74,66,69,93,76,86,89,60,84,81,74,71,75,58,90,89,63,64,66,100,82,87,80,63,88,94,73,69,77.44,77.56
80,68,63,81,78,83,64,80,82,73,83,73,64,68,88,81,75,66,57,75,78,85,58,78,83,74,88,78,66,68,87,74,75.56,74.38
65,71,70,85,94,64,73,73,61,73,81,86,84,66,61,77,69,76,66,93,99,62,79,74,54,67,76,83,96,73,61,73,74.0,75.06
90,75,66,77,94,76,88,81,91,67,95,79,78,92,63,86,89,72,62,80,91,89,86,77,89,66,97,85,77,96,59,92,81.12,81.69
89,69,83,95,85,60,88,92,65,71,77,61,95,82,83,65,86,70,75,100,87,62,92,89,84,72,80,62,95,88,77,62,78.75,80.06
61,87,82,62,72,84,86,67,68,83,93,87,84,60,86,65,72,81,79,60,75,85,92,67,67,82,95,87,91,66,80,57,76.69,77.25
65,61,75,91,82,78,78,85,79,72,60,70,64,60,76,62,64,61,77,95,77,77,77,83,78,73,60,65,63,52,78,58,72.38,71.12
63,94,65,77,84,64,75,92,92,84,80,70,67,77,83,70,65,96,58,70,79,68,78,95,93,82,82,76,67,73,77,73,77.31,77.0
80,68,79,90,89,87,67,76,73,85,93,87,79,91,60,90,73,74,86,98,93,84,64,72,71,85,86,93,86,92,60,87,80.88,81.5
60,78,74,62,64,80,75,95,76,71,92,95,90,88,68,68,58,77,76,55,64,85,74,95,80,73,100,96,96,91,71,68,77.25,78.69
68,62,67,80,75,89,87,82,78,74,71,87,79,87,81,87,61,70,72,80,76,81,89,80,79,75,61,92,76,81,78,85,78.38,77.25
79,69,67,87,83,90,62,81,86,66,70,82,95,82,71,74,74,79,75,89,86,86,67,81,77,62,64,78,92,84,75,72,77.75,77.56
80,75,91,74,71,94,75,81,60,82,88,64,92,66,65,69,84,72,92,64,66,95,75,86,66,78,88,66,90,63,73,75,76.69,77.06
77,80,88,77,81,79,73,93,92,75,80,72,72,83,83,90,76,83,84,74,76,71,72,91,100,73,77,76,71,81,76,90,80.94,79.44
79,64,63,76,92,74,91,64,62,65,86,71,68,74,81,86,78,72,60,73,90,82,92,62,62,73,87,75,61,75,81,96,74.75,76.19
68,67,76,75,62,64,71,79,76,84,71,79,71,95,86,72,66,75,87,71,59,55,63,84,78,78,71,83,73,93,92,70,74.75,74.88
75,87,64,74,82,64,92,94,95,73,88,76,84,62,87,76,80,80,74,75,82,64,87,90,97,71,75,80,80,71,88,78,79.56,79.5
66,73,75,78,91,82,62,60,85,60,89,76,91,69,77,90,69,71,72,73,92,82,58,71,87,54,100,73,85,69,69,90,76.5,75.94
72,83,70,60,73,92,64,93,70,92,89,94,79,95,78,93,70,79,69,63,77,96,63,98,77,90,83,100,75,94,81,95,81.06,81.88
65,86,82,94,61,85,74,68,64,91,64,79,87,72,77,90,62,89,81,92,65,90,73,69,62,88,63,77,90,70,78,85,77.44,77.12
85,60,67,88,89,90,77,75,83,92,79,78,61,69,93,81,88,69,65,78,95,100,79,82,79,93,80,86,56,69,85,79,79.19,80.19
79,89,67,74,85,70,86,67,91,76,66,89,80,84,84,89,75,94,64,77,73,66,95,74,97,70,83,96,85,81,88,88,79.75,81.62
93,93,77,84,74,86,70,78,78,64,72,86,62,80,66,68,84,91,73,85,78,83,70,76,77,71,67,93,54,81,70,75,76.94,76.75
60,83,64,75,76,66,61,62,66,78,69,78,79,85,73,62,55,82,76,81,70,68,56,58,69,76,69,81,79,83,73,58,71.06,70.88
79,66,74,67,63,76,77,90,94,86,91,66,84,75,85,71,79,68,80,66,64,75,73,89,100,79,86,78,85,74,92,77,77.75,79.06
82,90,74,87,64,73,73,93,71,72,88,80,83,81,92,83,81,83,74,85,60,73,72,93,77,75,85,80,88,84,99,77,80.38,80.38
75,60,86,69,65,88,66,64,67,86,89,60,77,95,92,78,77,63,92,71,68,92,69,61,61,83,83,55,78,98,95,77,76.06,76.44
65,66,80,77,94,72,76,92,66,79,68,93,64,93,66,61,54,61,78,63,95,71,77,100,65,84,73,92,70,91,69,61,75.75,75.25
69,86,75,65,71,79,75,71,94,89,62,63,76,88,84,77,69,90,82,69,71,80,65,66,78,87,61,64,68,90,79,75,76.5,74.62
93,79,76,75,65,94,88,91,90,83,92,81,72,61,65,72,94,77,76,77,66,100,93,91,89,80,90,79,66,60,63,73,79.81,79.62
84,87,72,92,92,73,94,91,81,85,85,78,86,70,86,83,80,87,80,96,85,66,100,95,83,81,80,75,85,71,86,86,83.69,83.5
85,82,66,65,84,61,77,77,70,89,82,82,86,95,94,66,79,76,66,68,82,59,78,78,70,88,82,77,80,89,84,64,78.81,76.25
77,93,68,62,73,66,83,75,91,75,71,88,81,86,91,87,77,84,75,63,75,61,95,75,90,79,72,89,73,89,84,89,79.19,79.38
66,94,64,67,95,60,94,71,95,77,85,70,76,80,85,61,72,84,69,78,98,66,96,70,99,73,88,68,80,71,92,51,77.5,78.44
93,70,61,87,66,89,61,65,83,87,93,62,85,85,71,61,100,70,54,83,70,81,51,69,89,84,98,58,83,88,68,54,76.19,75.0
93,79,62,60,69,72,70,73,71,74,60,83,65,94,61,80,93,83,63,64,59,71,67,77,77,74,56,87,74,100,61,76,72.88,73.88
78,90,83,71,60,66,74,89,88,67,87,76,63,64,68,90,76,83,82,66,64,74,80,90,89,66,88,85,64,68,67,95,75.88,77.31
88,80,62,60,80,77,90,60,65,87,66,63,68,69,74,93,84,77,60,57,82,73,83,63,66,86,65,59,71,72,78,95,73.88,73.19
61,61,79,76,88,71,89,83,90,76,63,71,88,65,69,71,65,63,74,79,89,63,83,84,97,72,63,78,82,65,64,67,75.06,74.25
63,82,77,69,81,91,88,92,67,60,84,67,61,89,91,84,63,86,84,64,93,100,92,93,61,63,78,67,66,86,94,82,77.88,79.5
89,65,74,67,90,76,85,68,70,86,86,60,92,81,66,76,90,69,77,68,90,67,80,63,75,79,95,62,94,94,56,73,76.94,77.0
87,63,64,81,70,88,88,87,91,62,65,84,95,86,78,70,87,63,64,82,72,91,85,91,90,56,67,76,95,83,75,67,78.69,77.75
85,75,71,71,72,69,62,88,72,87,66,81,90,90,88,60,83,71,75,69,68,63,60,86,76,88,65,81,85,88,91,68,76.69,76.06
81,70,74,95,68,67,66,92,95,95,65,89,83,79,71,77,83,75,73,92,74,60,59,95,93,96,69,90,83,88,65,71,79.19,79.12
90,61,95,80,73,86,73,84,73,66,90,78,75,89,86,95,91,69,100,75,74,87,69,87,63,71,94,76,81,84,84,90,80.88,80.94
91,90,73,77,79,90,88,82,62,94,66,86,95,82,81,70,94,88,67,79,82,80,89,83,62,99,73,81,95,80,74,69,81.62,80.94
67,74,78,95,62,78,71,75,87,87,60,92,91,79,86,79,68,59,80,93,69,73,69,66,86,84,52,97,78,91,81,79,78.81,76.56
91,81,66,79,61,80,95,61,62,87,87,87,76,60,94,78,92,81,58,79,69,73,100,63,56,92,86,90,74,62,89,70,77.81,77.12
67,66,70,72,93,66,71,81,60,80,77,77,80,88,92,90,63,48,66,73,93,61,70,83,68,83,80,83,75,93,99,91,76.88,76.81
90,90,89,73,79,85,89,94,80,87,83,76,65,82,69,83,93,84,85,74,82,89,81,88,79,92,91,79,63,80,72,80,82.12,82.0
83,80,76,83,95,60,60,72,86,86,76,85,64,87,83,68,79,88,82,77,100,59,58,74,89,86,64,88,59,93,76,67,77.75,77.44
70,77,60,81,85,72,90,82,89,89,73,67,67,73,81,66,66,79,61,83,89,57,98,91,97,92,72,60,68,73,87,71,76.38,77.75
74,82,89,80,72,88,67,85,76,70,67,91,95,64,74,75,75,83,93,77,63,95,60,76,81,64,67,82,84,68,78,79,78.06,76.56
71,68,82,86,60,77,73,66,88,67,77,65,77,78,81,92,68,69,85,91,55,83,74,69,86,63,88,77,80,77,79,90,75.5,77.12
79,66,70,87,80,62,61,85,65,93,74,73,63,65,70,71,83,63,65,89,79,62,64,91,60,96,69,75,65,64,67,73,72.75,72.81
93,65,78,64,85,89,77,89,64,77,84,85,88,72,63,64,94,58,78,64,90,89,78,88,69,74,93,89,94,75,68,57,77.31,78.62
84,73,79,69,66,65,88,67,75,85,71,82,85,60,68,63,77,71,86,69,67,63,97,73,73,91,65,82,96,59,76,62,73.75,75.44
68,60,71,77,80,82,72,83,67,68,71,76,67,68,77,65,55,69,71,75,81,78,79,78,65,72,70,82,64,61,66,61,72.0,70.44
72,92,83,78,87,74,93,63,68,82,87,60,66,67,89,80,73,93,89,76,92,72,90,69,72,86,92,61,58,66,90,79,77.56,78.62
64,72,77,65,68,75,79,93,87,60,81,85,84,85,65,63,63,80,75,72,68,71,75,98,82,67,81,78,83,76,69,70,75.19,75.5
83,72,79,87,68,84,83,92,86,64,74,78,82,83,75,86,90,72,82,85,68,86,89,91,85,64,66,76,79,79,70,81,79.75,78.94
90,78,72,86,76,77,83,72,67,68,82,71,64,86,76,65,90,81,72,95,73,81,81,75,72,69,85,76,62,92,78,71,75.81,78.31
84,87,95,84,72,76,78,64,87,81,63,74,62,91,84,66,84,87,99,87,74,72,79,63,83,75,56,81,62,87,85,63,78.0,77.31
67,94,61,92,63,61,74,88,76,60,67,62,66,62,84,61,70,100,63,88,62,64,77,92,79,55,69,64,64,60,86,66,71.12,72.44
78,65,65,87,75,69,88,86,80,61,78,94,86,73,93,92,73,60,65,91,70,63,97,95,73,68,78,95,90,68,100,91,79.38,79.81
89,93,90,88,92,63,75,74,90,83,84,60,71,83,71,69,88,91,89,88,96,59,82,71,91,72,77,66,69,86,75,66,79.69,79.12
77,82,86,74,62,89,84,65,78,63,87,89,61,79,65,70,67,77,80,65,61,90,78,63,78,72,82,91,66,80,67,67,75.69,74.0
62,68,83,72,61,68,91,70,86,71,88,88,66,70,94,74,61,68,85,69,66,65,96,71,87,71,91,91,61,72,93,80,75.75,76.69
63,70,86,94,63,63,79,72,74,94,70,85,91,87,78,75,54,77,80,88,60,67,80,75,74,97,68,77,100,89,82,73,77.75,77.56
95,62,80,70,65,82,85,88,65,88,88,62,94,70,63,79,89,60,89,70,61,73,81,72,64,94,87,64,94,75,60,76,77.25,75.56
66,73,95,77,79,64,87,79,76,86,85,84,93,60,64,89,70,82,95,75,76,64,78,69,72,77,83,88,81,48,68,83,78.56,75.56
65,77,92,83,94,76,75,81,75,83,60,83,93,64,62,80,61,80,100,95,86,78,75,80,86,80,57,79,90,67,65,79,77.69,78.62
71,78,76,90,92,67,93,95,88,78,92,76,77,92,84,65,64,75,76,88,100,60,92,97,80,86,87,83,81,100,89,63,82.12,82.56
71,65,70,82,67,68,73,74,92,69,65,95,92,94,68,65,70,64,74,82,66,72,76,66,87,59,67,93,92,96,72,71,75.62,75.44
71,86,92,93,88,67,73,88,64,73,71,66,62,70,92,88,74,77,85,95,91,65,79,82,56,76,67,67,61,69,100,79,77.75,76.44
67,90,78,85,79,66,82,85,80,67,91,91,71,80,91,87,71,89,75,92,82,66,87,90,89,56,95,93,72,89,90,88,80.62,82.75
94,74,65,69,67,79,78,69,70,77,67,81,88,68,88,78,89,79,57,61,68,74,81,71,73,82,63,79,91,71,96,80,75.75,75.94
60,88,88,68,67,75,72,92,60,79,76,68,87,79,73,83,61,96,84,72,66,69,69,88,65,79,74,72,89,83,74,87,75.94,76.75
60,78,92,84,61,84,81,88,82,70,73,72,94,86,78,62,58,66,89,84,64,88,77,90,82,72,75,73,89,83,78,63,77.81,76.94
68,62,62,87,85,76,80,93,80,86,79,79,85,88,68,67,66,60,55,83,78,75,82,97,84,87,88,77,80,79,68,67,77.81,76.62
69,93,87,88,86,85,85,74,81,68,72,81,78,66,62,79,63,93,85,87,85,92,82,80,85,70,66,86,73,71,68,75,78.38,78.81
87,84,80,60,67,81,69,85,65,78,65,63,67,91,74,76,86,86,72,58,74,88,74,84,55,84,64,70,83,94,71,76,74.5,76.19
91,84,85,83,81,72,66,64,94,65,86,95,88,76,64,74,94,85,83,81,72,76,67,68,88,58,93,86,89,79,71,69,79.25,78.69
94,68,85,62,63,81,95,72,64,83,65,66,64,78,81,87,97,72,85,69,61,81,94,66,69,89,66,71,65,80,89,89,75.5,77.69
75,89,71,83,67,72,64,85,71,89,80,63,68,91,61,76,72,90,72,74,70,65,67,83,83,91,81,64,67,100,55,67,75.31,75.06
60,89,85,92,82,86,92,84,94,84,82,70,61,71,62,95,63,89,79,91,86,100,89,86,100,78,79,66,63,70,62,99,80.56,81.25
66,93,83,72,92,74,65,71,61,84,80,91,72,84,67,74,67,97,80,68,94,74,57,70,65,91,76,86,71,90,54,66,76.81,75.38
84,94,95,86,81,95,72,76,69,82,73,63,74,94,60,60,83,89,96,84,90,86,75,83,68,86,81,58,73,88,60,46,78.62,77.88
64,81,92,61,90,73,88,82,79,81,89,85,82,81,63,85,64,87,93,58,88,78,97,77,80,77,85,91,86,82,66,81,79.75,80.62
94,69,68,78,64,75,66,94,81,66,87,74,69,88,93,92,92,63,63,82,67,79,68,93,85,63,84,82,67,94,84,82,78.62,78.0
76,95,67,76,67,95,60,88,60,66,73,83,84,64,90,70,70,85,73,76,71,91,66,82,61,75,77,82,76,64,98,64,75.88,75.69
69,73,77,68,82,93,93,84,89,75,80,75,77,62,71,94,66,75,72,57,87,93,90,87,95,77,74,69,70,60,70,95,78.88,77.31
64,92,70,92,71,85,76,62,77,61,82,64,75,93,65,86,70,100,68,91,68,80,76,56,73,54,90,61,76,96,53,86,75.94,74.88
90,79,75,68,82,91,63,79,82,67,64,70,80,75,87,67,90,81,76,67,73,92,58,75,81,72,57,58,87,81,85,69,76.19,75.12
73,74,78,85,68,73,78,75,93,77,67,86,88,65,67,73,77,79,73,86,82,78,82,79,100,72,70,85,88,70,79,70,76.25,79.38
80,80,85,71,77,86,69,67,79,62,83,86,81,61,81,79,82,77,84,74,79,83,67,75,82,63,82,74,76,60,77,75,76.69,75.62
91,94,87,68,64,74,63,82,71,75,69,84,86,62,64,74,94,99,80,78,66,70,62,82,70,68,65,87,86,63,59,79,75.5,75.5
80,81,87,85,92,81,65,81,65,89,79,81,70,82,91,94,76,74,86,87,84,72,63,84,66,89,85,81,67,76,85,90,81.44,79.06
86,84,66,60,70,72,88,67,66,95,90,86,84,65,88,88,87,89,70,65,68,79,80,64,69,93,90,94,88,73,91,85,78.44,80.31
83,78,83,77,93,85,72,88,73,62,73,71,60,65,86,94,82,85,86,63,96,90,75,75,79,52,68,79,72,63,85,91,77.69,77.56
80,70,90,64,76,68,60,85,80,61,84,67,72,66,89,82,83,71,93,63,85,58,64,84,91,59,82,63,77,61,92,84,74.62,75.62
94,76,65,76,87,82,70,75,89,94,89,65,83,79,94,92,95,82,63,81,81,86,71,86,89,97,83,61,86,75,97,94,81.88,82.94
95,70,62,81,80,76,83,71,72,79,90,73,76,86,75,93,100,65,59,85,79,69,91,62,71,80,87,68,76,73,71,92,78.88,76.75
85,70,78,73,63,79,87,72,81,89,92,79,70,62,80,74,78,79,88,61,50,78,83,68,83,87,86,87,70,66,87,78,77.12,76.81
64,84,73,73,73,60,71,63,95,85,87,95,85,83,69,89,63,84,78,74,79,69,73,52,89,90,85,100,84,80,62,84,78.06,77.88
86,62,84,88,95,90,77,64,94,81,93,85,91,70,83,87,89,65,74,86,90,91,74,70,86,85,93,88,91,60,81,94,83.12,82.31
61,84,75,62,84,84,76,80,74,78,60,71,86,91,88,65,61,82,78,69,80,85,78,72,63,75,64,69,87,91,83,66,76.19,75.19
71,65,70,74,72,75,64,71,76,72,67,66,87,84,95,62,69,69,59,65,72,78,67,70,77,77,71,64,84,80,84,60,73.19,71.62
68,68,74,79,83,61,92,88,72,70,91,91,67,84,64,83,61,70,73,80,82,56,86,86,79,74,85,90,63,90,53,93,77.19,76.31
84,67,88,68,80,67,88,62,84,82,83,82,80,87,86,94,84,66,89,69,86,70,84,60,94,81,91,92,78,93,78,87,80.12,81.38
71,81,65,69,90,87,82,76,61,91,95,66,78,80,76,84,71,76,68,72,87,96,82,78,59,94,93,65,78,80,75,81,78.25,78.44
83,62,85,85,79,64,66,92,78,64,72,69,74,84,81,91,78,62,85,90,80,59,55,93,83,56,75,65,63,80,82,96,76.81,75.12
89,86,65,70,86,60,63,91,80,73,88,64,75,80,83,90,86,92,71,72,86,56,67,96,73,70,94,51,66,86,81,86,77.69,77.06
75,63,75,63,73,75,93,78,86,82,71,82,87,86,71,76,71,71,72,58,71,67,92,78,86,82,72,76,92,85,72,74,77.25,76.19
82,88,72,72,70,85,72,93,66,66,92,77,81,61,88,78,78,89,72,74,65,90,68,100,72,70,98,75,81,68,87,73,77.69,78.75
63,63,71,90,95,67,80,91,69,64,72,72,63,89,68,66,60,52,75,95,97,64,82,89,61,69,75,73,60,92,65,75,73.94,74.0
81,70,90,74,67,86,66,71,68,61,90,81,90,69,72,79,89,66,83,72,73,84,69,67,70,64,91,79,87,68,84,82,75.94,76.75
84,77,76,68,67,83,70,80,87,81,69,74,91,82,90,69,80,75,69,70,74,84,71,69,88,80,65,80,86,74,88,73,78.0,76.62
95,79,74,67,76,60,88,72,78,77,94,78,71,76,73,89,88,81,76,70,71,65,92,72,73,83,92,77,79,78,73,96,77.94,79.12
91,86,81,80,73,76,71,72,64,75,85,94,68,72,80,71,92,83,69,82,84,81,73,68,64,76,96,93,71,80,82,73,77.44,79.19
86,63,84,74,93,76,89,60,64,63,71,70,92,84,88,86,81,73,79,72,98,77,84,59,64,57,72,75,92,89,89,82,77.69,77.69
95,72,85,89,85,69,73,75,63,74,79,79,76,80,89,69,93,68,85,91,81,77,73,79,60,77,75,74,74,86,91,65,78.25,78.06
77,66,85,63,76,65,95,93,85,78,70,71,72,71,85,82,81,65,82,56,71,61,93,89,84,84,67,72,66,67,89,73,77.12,75.0
62,68,79,74,65,95,77,81,82,92,86,67,86,85,94,70,58,74,87,75,62,96,72,78,82,92,87,70,84,89,95,65,78.94,79.12
86,62,66,86,83,73,77,85,90,85,84,67,76,89,85,69,86,59,70,91,84,75,78,80,93,89,79,66,76,95,92,66,78.94,79.94
70,70,61,81,82,72,85,92,71,84,86,94,66,84,62,88,70,81,61,82,80,68,88,93,72,87,80,91,62,75,67,93,78.0,78.12
92,61,92,91,66,77,61,65,82,60,88,90,80,65,68,80,91,58,92,96,61,73,60,71,81,55,88,91,74,69,69,85,76.12,75.88
78,89,90,83,64,86,88,78,61,92,76,70,76,62,95,81,73,87,95,86,66,91,87,70,57,90,70,71,81,61,92,92,79.31,79.31
89,70,80,63,80,82,81,63,88,64,91,65,77,69,85,63,94,69,79,67,68,74,81,67,87,60,82,59,76,68,86,68,75.62,74.06
73,68,71,79,95,69,92,87,77,82,84,82,65,91,90,61,64,67,71,80,88,65,88,86,70,86,78,90,59,87,89,61,79.12,76.81
95,75,82,91,89,66,61,93,75,89,66,71,94,70,67,75,98,70,83,84,81,63,63,97,82,96,60,68,81,69,64,77,78.69,77.25
67,80,95,88,62,71,90,68,89,95,86,62,87,74,89,82,68,77,98,83,65,77,92,71,90,92,83,62,83,73,91,82,80.31,80.44
72,94,79,65,86,67,76,71,76,68,95,68,94,81,91,81,70,87,73,65,85,66,65,73,78,66,96,68,93,84,95,72,79.0,77.25
88,85,86,77,81,68,69,86,79,71,95,67,73,64,75,62,90,86,89,78,92,71,69,86,84,63,95,70,69,61,78,65,76.62,77.88
